Time,Radius
0.0017502307891845,172
0.0014717578887939,148
0.0016102790832519,186
0.0019106864929199,140
0.0022928714752197,120
0.0039479732513427,119
0.0041625499725341,113
0.0036640167236328,94
0.0046422481536865,105
0.0064094066619873,84
0.0100657939910888,80
0.0059759616851806,84
0.0065717697143554,68
0.0089573860168457,93
0.012768268585205,63
0.0129075050354003,60
0.0096721649169921,59
0.0098969936370849,62
0.0148038864135742,49
0.0217607021331787,40
0.020353078842163,56
0.0121676921844482,66
0.0148000717163085,45
0.0221896171569824,45
0.0330927371978759,38
0.0313220024108886,53
0.0185854434967041,54
0.0197906494140625,62
0.0309724807739257,41
0.0476830005645751,33
0.0344808101654052,46
0.0253632068634033,86
0.0257019996643066,33
0.0438828468322753,45
0.0375473499298095,46
0.0300467014312744,56
0.0335054397583007,43
0.0848569869995117,56
0.0400352478027343,84
0.041811466217041016,30
