Time,Radius
0.0016942024230957,196
0.0014817714691162,154
0.0015556812286376,168
0.0016810894012451,133
0.0021724700927734,103
0.0043232440948486,113
0.0038380622863769,109
0.0038998126983642,124
0.0046563148498535,93
0.0063850879669189,70
0.0080604553222656,73
0.0061779022216796,105
0.0064930915832519,72
0.0090787410736083,81
0.0129866600036621,57
0.0124228000640869,69
0.010394811630249,55
0.0100257396697998,56
0.0149257183074951,38
0.0219733715057373,59
0.0237135887145996,58
0.0141417980194091,72
0.0150313377380371,41
0.0223250389099121,37
0.033008337020874,43
0.0332703590393066,54
0.02262544631958,59
0.019843578338623,62
0.0310871601104736,40
0.0473799705505371,48
0.0389430522918701,55
0.0223455429077148,83
0.0269081592559814,38
0.0426192283630371,55
0.0470383167266845,49
0.0283143520355224,56
0.0330760478973388,33
0.048741340637207,52
0.033348798751831,91
0.046154022216796875,28
