Time,Radius
0.0020754337310791,171
0.0016934871673583,179
0.0016963481903076,208
0.0020694732666015,178
0.0024373531341552,113
0.0055408477783203,117
0.0046765804290771,94
0.0043332576751708,114
0.0053310394287109,102
0.0073053836822509,74
0.0112552642822265,84
0.00752854347229,99
0.0077555179595947,73
0.0102176666259765,56
0.0147867202758789,60
0.0148015022277832,61
0.012423038482666,65
0.0113720893859863,55
0.0169398784637451,47
0.0248031616210937,55
0.0219783782958984,64
0.018726110458374,74
0.0165255069732666,45
0.0253322124481201,39
0.0382235050201416,48
0.0341918468475341,51
0.0238316059112548,59
0.0221855640411376,66
0.0355594158172607,42
0.0534453392028808,45
0.0338366031646728,44
0.0294926166534423,87
0.0258548259735107,28
0.0418100357055664,41
0.0666987895965576,47
0.0292255878448486,61
0.0329511165618896,33
0.077888011932373,52
0.0408685207366943,93
0.04085516929626465,30
