Time,Radius
0.0017275810241699,169
0.0015316009521484,167
0.0015428066253662,235
0.0016713142395019,154
0.0024161338806152,122
0.0043668746948242,127
0.0037610530853271,99
0.0037734508514404,113
0.004767894744873,84
0.0063385963439941,77
0.0098094940185546,76
0.0069634914398193,106
0.0066473484039306,63
0.0099360942840576,60
0.0138111114501953,64
0.0208392143249511,65
0.0101747512817382,61
0.0124650001525878,63
0.01857590675354,49
0.0228738784790039,37
0.0225780010223388,65
0.0180680751800537,73
0.0153870582580566,47
0.023284912109375,42
0.0341196060180664,49
0.0727181434631347,52
0.0242540836334228,52
0.0201930999755859,64
0.0337481498718261,38
0.0482525825500488,30
0.0419321060180664,45
0.0397226810455322,88
0.0304799079895019,33
0.0567047595977783,51
0.0552260875701904,42
0.0373580455780029,45
0.0372750759124755,45
0.0615162849426269,55
0.0530307292938232,91
0.059859275817871094,32
